species	Length	Number	Standard	Symm.	Compl.	Inverted
Numenius_phaeopus	68	3	3	0	0	0
Numenius_phaeopus	71	1	1	0	0	0
Numenius_phaeopus	104	1	1	0	0	0
Numenius_phaeopus	221	1	1	0	0	0
Microhyla_butleri	10	548	209	152	86	101
Microhyla_butleri	11	143	58	39	14	32
Microhyla_butleri	12	33	12	6	12	3
Microhyla_butleri	13	13	8	3	2	0
Palea_steindachneri	10	738	297	254	86	101
Palea_steindachneri	11	211	77	88	22	24
Palea_steindachneri	12	78	45	23	5	5
Palea_steindachneri	13	26	9	9	6	2
Palea_steindachneri	14	14	8	6	0	0
Palea_steindachneri	15	8	4	3	0	1
Palea_steindachneri	16	1	1	0	0	0
Palea_steindachneri	17	2	0	2	0	0
Palea_steindachneri	18	3	3	0	0	0
Palea_steindachneri	20	2	0	2	0	0
Palea_steindachneri	22	2	0	2	0	0
Palea_steindachneri	23	2	2	0	0	0
Palea_steindachneri	25	2	0	2	0	0
Palea_steindachneri	27	2	0	2	0	0
Palea_steindachneri	30	3	1	2	0	0
Palea_steindachneri	32	5	3	2	0	0
Palea_steindachneri	35	2	0	2	0	0
Palea_steindachneri	37	2	0	2	0	0
Palea_steindachneri	40	2	0	2	0	0
Palea_steindachneri	42	2	0	2	0	0
Palea_steindachneri	44	1	1	0	0	0
Palea_steindachneri	45	2	0	2	0	0
Palea_steindachneri	47	2	0	2	0	0
Palea_steindachneri	50	2	0	2	0	0
Palea_steindachneri	52	2	0	2	0	0
Palea_steindachneri	55	2	0	2	0	0
Palea_steindachneri	57	2	0	2	0	0
Palea_steindachneri	60	2	0	2	0	0
Palea_steindachneri	62	2	0	2	0	0
Palea_steindachneri	65	2	0	2	0	0
Palea_steindachneri	67	2	0	2	0	0
Palea_steindachneri	70	2	0	2	0	0
Palea_steindachneri	72	2	0	2	0	0
Palea_steindachneri	75	2	0	2	0	0
Palea_steindachneri	77	2	0	2	0	0
Palea_steindachneri	80	2	0	2	0	0
Palea_steindachneri	82	2	0	2	0	0
Palea_steindachneri	85	2	0	2	0	0
Palea_steindachneri	87	2	0	2	0	0
Palea_steindachneri	90	2	0	2	0	0
Palea_steindachneri	92	2	0	2	0	0
Palea_steindachneri	95	2	0	2	0	0
Palea_steindachneri	97	2	0	2	0	0
Palea_steindachneri	100	2	0	2	0	0
Palea_steindachneri	102	2	0	2	0	0
Palea_steindachneri	105	2	0	2	0	0
Palea_steindachneri	107	1	0	1	0	0
Palea_steindachneri	125	1	1	0	0	0
Palea_steindachneri	210	1	1	0	0	0
Amphiprion_percula	10	452	157	135	74	86
Amphiprion_percula	11	105	43	34	14	14
Amphiprion_percula	12	32	8	11	6	7
Amphiprion_percula	13	8	3	1	1	3
Amphiprion_percula	14	5	4	0	0	1
Amphiprion_percula	15	1	0	1	0	0
Amphiprion_percula	19	1	1	0	0	0
Arctocephalus_townsendi	10	530	202	150	80	98
Arctocephalus_townsendi	11	134	57	39	22	16
Arctocephalus_townsendi	12	40	17	13	6	4
Arctocephalus_townsendi	13	13	9	3	1	0
Arctocephalus_townsendi	14	2	0	0	1	1
Arctocephalus_townsendi	156	1	1	0	0	0
Neophoca_cinerea	10	561	235	157	86	83
Neophoca_cinerea	11	151	63	47	22	19
Neophoca_cinerea	12	59	26	22	6	5
Neophoca_cinerea	13	27	20	4	1	2
Neophoca_cinerea	14	13	11	1	0	1
Neophoca_cinerea	15	37	36	1	0	0
Neophoca_cinerea	16	28	28	0	0	0
Neophoca_cinerea	17	11	11	0	0	0
Neophoca_cinerea	18	8	8	0	0	0
Neophoca_cinerea	19	4	4	0	0	0
Neophoca_cinerea	20	12	12	0	0	0
Neophoca_cinerea	21	2	2	0	0	0
Neophoca_cinerea	22	6	6	0	0	0
Neophoca_cinerea	23	21	21	0	0	0
Neophoca_cinerea	24	14	14	0	0	0
Neophoca_cinerea	25	1	1	0	0	0
Neophoca_cinerea	26	1	1	0	0	0
Neophoca_cinerea	27	1	1	0	0	0
Neophoca_cinerea	28	3	3	0	0	0
Neophoca_cinerea	29	1	1	0	0	0
Neophoca_cinerea	34	1	1	0	0	0
Neophoca_cinerea	36	1	1	0	0	0
Neophoca_cinerea	40	2	2	0	0	0
Neophoca_cinerea	83	1	1	0	0	0
Epinephelus_malabaricus	10	441	150	136	80	75
Epinephelus_malabaricus	11	127	54	32	20	21
Epinephelus_malabaricus	12	29	7	7	11	4
Epinephelus_malabaricus	13	10	3	1	3	3
Epinephelus_malabaricus	14	7	3	2	1	1
Epinephelus_malabaricus	95	1	1	0	0	0
Echinosorex_gymnura	10	1114	395	293	193	233
Echinosorex_gymnura	11	357	127	101	60	69
Echinosorex_gymnura	12	124	44	33	15	32
Echinosorex_gymnura	13	25	10	7	3	5
Echinosorex_gymnura	14	20	7	4	2	7
Echinosorex_gymnura	15	5	0	1	0	4
Echinosorex_gymnura	17	3	3	0	0	0
Echinosorex_gymnura	20	6	0	0	0	6
Echinosorex_gymnura	30	3	0	0	0	3
Echinosorex_gymnura	177	1	1	0	0	0
Echinosorex_gymnura	369	1	1	0	0	0
Cervus_nippon_sichuanicus	10	582	232	168	87	95
Cervus_nippon_sichuanicus	11	171	58	58	20	35
Cervus_nippon_sichuanicus	12	44	12	17	8	7
Cervus_nippon_sichuanicus	13	13	8	2	0	3
Cervus_nippon_sichuanicus	14	3	0	1	1	1
Cervus_nippon_sichuanicus	15	1	0	1	0	0
Cervus_nippon_sichuanicus	26	1	1	0	0	0
Scorpaenopsis_cirrosa	10	407	141	100	86	80
Scorpaenopsis_cirrosa	11	106	39	31	16	20
Scorpaenopsis_cirrosa	12	27	12	6	4	5
Scorpaenopsis_cirrosa	13	7	3	1	2	1
Scorpaenopsis_cirrosa	14	2	2	0	0	0
Scorpaenopsis_cirrosa	15	1	0	0	0	1
Scorpaenopsis_cirrosa	17	1	1	0	0	0
Psenopsis_anomala	10	462	159	116	82	105
Psenopsis_anomala	11	132	53	28	23	28
Psenopsis_anomala	12	32	10	10	3	9
Psenopsis_anomala	13	12	7	2	2	1
Psenopsis_anomala	14	13	6	2	3	2
Psenopsis_anomala	15	4	0	1	1	2
Psenopsis_anomala	17	1	1	0	0	0
Psenopsis_anomala	18	2	0	1	1	0
Psenopsis_anomala	24	1	1	0	0	0
Pampus_echinogaster	10	681	204	251	113	113
Pampus_echinogaster	11	236	63	103	39	31
Pampus_echinogaster	12	46	17	14	8	7
Pampus_echinogaster	13	12	4	4	2	2
Pampus_echinogaster	14	1	1	0	0	0
Pampus_echinogaster	15	2	2	0	0	0
Pampus_echinogaster	18	1	0	0	1	0
Pampus_echinogaster	23	1	1	0	0	0
Pampus_echinogaster	118	1	1	0	0	0
Pampus_echinogaster	118	1	1	0	0	0
Pampus_echinogaster	119	11	11	0	0	0
Pampus_echinogaster	119	1	1	0	0	0
Pampus_echinogaster	247	1	1	0	0	0
Pampus_echinogaster	838	1	1	0	0	0
Terapon_jarbua	10	414	157	117	71	69
Terapon_jarbua	11	124	39	46	18	21
Terapon_jarbua	12	38	11	9	7	11
Terapon_jarbua	13	7	3	1	2	1
Terapon_jarbua	14	2	0	0	1	1
Oplegnathus_fasciatus	10	401	154	130	57	60
Oplegnathus_fasciatus	11	108	42	33	13	20
Oplegnathus_fasciatus	12	35	9	12	6	8
Oplegnathus_fasciatus	13	9	4	3	1	1
Oplegnathus_fasciatus	14	3	0	2	1	0
Oplegnathus_fasciatus	15	2	1	1	0	0
Oplegnathus_punctatus	10	407	163	120	57	67
Oplegnathus_punctatus	11	131	44	46	21	20
Oplegnathus_punctatus	12	29	11	8	5	5
Oplegnathus_punctatus	13	13	6	3	1	3
Oplegnathus_punctatus	14	4	1	2	1	0
Oplegnathus_punctatus	15	1	1	0	0	0
Kuhlia_mugil	10	392	130	125	58	79
Kuhlia_mugil	11	129	53	36	13	27
Kuhlia_mugil	12	24	12	7	3	2
Kuhlia_mugil	13	8	4	2	0	2
Kuhlia_mugil	14	1	0	0	1	0
Kuhlia_mugil	72	1	1	0	0	0
Labracoglossa_argenteiventris	10	444	171	122	79	72
Labracoglossa_argenteiventris	11	104	35	30	17	22
Labracoglossa_argenteiventris	12	32	10	7	8	7
Labracoglossa_argenteiventris	13	9	4	2	1	2
Labracoglossa_argenteiventris	14	5	1	1	1	2
Labracoglossa_argenteiventris	16	1	1	0	0	0
Scorpis_lineolata	10	420	164	126	64	66
Scorpis_lineolata	11	120	41	32	16	31
Scorpis_lineolata	12	27	9	9	5	4
Scorpis_lineolata	13	11	5	3	1	2
Scorpis_lineolata	14	2	0	0	0	2
Kyphosus_cinerascens	10	419	171	120	67	61
Kyphosus_cinerascens	11	134	57	43	17	17
Kyphosus_cinerascens	12	39	19	9	6	5
Kyphosus_cinerascens	13	8	4	1	2	1
Kyphosus_cinerascens	14	2	1	1	0	0
Kyphosus_cinerascens	15	1	0	1	0	0
Kyphosus_cinerascens	18	1	1	0	0	0
Microcanthus_strigatus	10	423	171	123	64	65
Microcanthus_strigatus	11	109	38	38	15	18
Microcanthus_strigatus	12	37	13	11	6	7
Microcanthus_strigatus	13	9	3	4	1	1
Microcanthus_strigatus	14	3	1	2	0	0
Microcanthus_strigatus	29	1	1	0	0	0
Girella_punctata	10	506	156	140	99	111
Girella_punctata	11	141	64	27	20	30
Girella_punctata	12	45	16	12	8	9
Girella_punctata	13	13	5	3	2	3
Girella_punctata	14	6	2	1	2	1
Girella_punctata	15	1	0	0	0	1
Girella_punctata	16	1	0	0	0	1
Copadichromis_quadrimaculatus	10	481	179	156	76	70
Copadichromis_quadrimaculatus	11	123	45	32	19	27
Copadichromis_quadrimaculatus	12	34	14	9	4	7
Copadichromis_quadrimaculatus	13	10	4	5	0	1
Copadichromis_quadrimaculatus	14	5	2	1	0	2
Copadichromis_quadrimaculatus	15	2	1	0	0	1
Copadichromis_quadrimaculatus	17	1	0	0	0	1
Copadichromis_virginalis	10	476	168	154	83	71
Copadichromis_virginalis	11	135	59	36	14	26
Copadichromis_virginalis	12	51	25	11	5	10
Copadichromis_virginalis	13	12	7	3	0	2
Copadichromis_virginalis	14	5	1	1	0	3
Copadichromis_virginalis	17	1	0	0	0	1
Copadichromis_virginalis	122	1	1	0	0	0
Dimidiochromis_kiwinge	10	464	181	146	73	64
Dimidiochromis_kiwinge	11	122	45	32	17	28
Dimidiochromis_kiwinge	12	36	13	10	5	8
Dimidiochromis_kiwinge	13	10	4	4	1	1
Dimidiochromis_kiwinge	14	5	2	1	0	2
Dimidiochromis_kiwinge	15	2	1	0	0	1
Dimidiochromis_kiwinge	17	1	0	0	0	1
Diplotaxodon_limnothrissa	10	475	174	155	79	67
Diplotaxodon_limnothrissa	11	129	49	36	19	25
Diplotaxodon_limnothrissa	12	42	16	13	5	8
Diplotaxodon_limnothrissa	13	14	7	4	0	3
Diplotaxodon_limnothrissa	14	5	1	1	0	3
Rhamphochromis_esox	10	490	180	154	79	77
Rhamphochromis_esox	11	141	68	37	16	20
Rhamphochromis_esox	12	41	20	7	5	9
Rhamphochromis_esox	13	10	4	3	1	2
Rhamphochromis_esox	14	5	1	0	0	4
Percina_macrolepida	10	445	183	98	77	87
Percina_macrolepida	11	137	48	37	28	24
Percina_macrolepida	12	26	13	5	4	4
Percina_macrolepida	13	10	4	1	2	3
Percina_macrolepida	14	2	1	0	0	1
Percina_macrolepida	90	1	1	0	0	0
Serinus_dorsostriatus	10	583	260	187	64	72
Serinus_dorsostriatus	11	173	80	59	14	20
Serinus_dorsostriatus	12	42	20	17	1	4
Serinus_dorsostriatus	13	22	7	11	3	1
Serinus_dorsostriatus	14	6	3	3	0	0
Serinus_dorsostriatus	15	2	1	1	0	0
Pudu_puda	10	727	237	192	139	159
Pudu_puda	11	222	81	44	43	54
Pudu_puda	12	74	22	29	13	10
Pudu_puda	13	19	7	5	3	4
Pudu_puda	14	5	1	3	0	1
Pudu_puda	15	2	2	0	0	0
Pudu_puda	20	1	0	1	0	0
Hypostomus_plecostomus	10	494	166	144	99	85
Hypostomus_plecostomus	11	164	59	53	23	29
Hypostomus_plecostomus	12	54	15	25	8	6
Hypostomus_plecostomus	13	23	13	6	0	4
Hypostomus_plecostomus	14	5	0	3	0	2
Hypostomus_plecostomus	15	7	2	2	1	2
Hypostomus_plecostomus	16	4	0	2	0	2
Hypostomus_plecostomus	17	3	0	1	0	2
Hypostomus_plecostomus	19	1	0	1	0	0
Hypostomus_plecostomus	33	1	1	0	0	0
Hypostomus_plecostomus	34	1	0	0	1	0
Hypostomus_plecostomus	150	1	1	0	0	0
Spalax_carmeli	10	661	265	212	77	107
Spalax_carmeli	11	191	77	66	22	26
Spalax_carmeli	12	44	23	11	4	6
Spalax_carmeli	13	16	6	6	1	3
Spalax_carmeli	14	7	6	1	0	0
Spalax_carmeli	15	1	0	1	0	0
Spalax_carmeli	19	1	1	0	0	0
Echymipera_rufescens_australis	10	973	277	272	212	212
Echymipera_rufescens_australis	11	307	114	73	56	64
Echymipera_rufescens_australis	12	85	35	17	14	19
Echymipera_rufescens_australis	13	29	15	6	5	3
Echymipera_rufescens_australis	14	10	4	1	4	1
Echymipera_rufescens_australis	15	3	0	1	1	1
Echymipera_rufescens_australis	16	2	2	0	0	0
Echymipera_rufescens_australis	18	1	1	0	0	0
Echymipera_rufescens_australis	21	1	1	0	0	0
Piliocolobus_badius	10	675	223	200	127	125
Piliocolobus_badius	11	183	73	49	25	36
Piliocolobus_badius	12	61	17	16	14	14
Piliocolobus_badius	13	22	9	9	1	3
Piliocolobus_badius	16	1	0	0	0	1
Trachypithecus_pileatus	10	596	203	180	106	107
Trachypithecus_pileatus	11	189	70	66	18	35
Trachypithecus_pileatus	12	65	27	16	12	10
Trachypithecus_pileatus	13	14	8	4	2	0
Trachypithecus_pileatus	14	3	1	2	0	0
Trachypithecus_pileatus	15	2	0	0	1	1
Trachypithecus_pileatus	16	1	0	1	0	0
Paramesotriton_hongkongensis	10	653	228	174	112	139
Paramesotriton_hongkongensis	11	194	79	48	35	32
Paramesotriton_hongkongensis	12	47	20	12	10	5
Paramesotriton_hongkongensis	13	21	11	5	3	2
Paramesotriton_hongkongensis	14	4	3	1	0	0
Paramesotriton_hongkongensis	15	2	0	0	0	2
Tylototriton_verrucosus	10	666	259	215	99	93
Tylototriton_verrucosus	11	207	83	71	24	29
Tylototriton_verrucosus	12	59	22	25	3	9
Tylototriton_verrucosus	13	16	7	6	2	1
Tylototriton_verrucosus	14	5	1	3	0	1
Tylototriton_verrucosus	15	2	2	0	0	0
Tylototriton_verrucosus	22	2	2	0	0	0
Tylototriton_verrucosus	28	2	2	0	0	0
Tylototriton_verrucosus	195	1	1	0	0	0
Tylototriton_verrucosus	249	1	1	0	0	0
Hypoptychus_dybowskii	10	413	155	118	58	82
Hypoptychus_dybowskii	11	105	40	30	17	18
Hypoptychus_dybowskii	12	30	11	8	3	8
Hypoptychus_dybowskii	13	4	0	0	3	1
Hypoptychus_dybowskii	14	4	1	2	0	1
Decapterus_macrosoma	10	449	182	112	79	76
Decapterus_macrosoma	11	125	45	35	24	21
Decapterus_macrosoma	12	27	10	10	3	4
Decapterus_macrosoma	13	8	3	2	2	1
Decapterus_macrosoma	14	2	0	0	0	2
Cobitis_elongatoides	10	505	167	129	92	117
Cobitis_elongatoides	11	149	57	28	29	35
Cobitis_elongatoides	12	43	21	6	10	6
Cobitis_elongatoides	13	15	8	3	2	2
Cobitis_elongatoides	14	5	5	0	0	0
Cobitis_elongatoides	15	3	1	0	0	2
Eucyclogobius_newberryi	10	470	161	141	81	87
Eucyclogobius_newberryi	11	152	65	39	16	32
Eucyclogobius_newberryi	12	36	14	8	7	7
Eucyclogobius_newberryi	13	9	3	4	1	1
Eucyclogobius_newberryi	14	4	2	1	1	0
Odontamblyopus_rubicundus	10	506	219	118	67	102
Odontamblyopus_rubicundus	11	165	63	52	22	28
Odontamblyopus_rubicundus	12	39	16	10	5	8
Odontamblyopus_rubicundus	13	17	8	4	0	5
Odontamblyopus_rubicundus	14	11	2	3	0	6
Odontamblyopus_rubicundus	15	2	2	0	0	0
Odontamblyopus_rubicundus	67	1	1	0	0	0
Odontamblyopus_rubicundus	492	1	1	0	0	0
Scartelaos_histophorus	10	493	193	115	78	107
Scartelaos_histophorus	11	130	52	35	14	29
Scartelaos_histophorus	12	34	14	6	4	10
Scartelaos_histophorus	13	9	5	1	1	2
Scartelaos_histophorus	14	3	1	2	0	0
Scartelaos_histophorus	17	1	1	0	0	0
Andrias_japonicus	10	940	292	242	193	213
Andrias_japonicus	11	276	91	71	50	64
Andrias_japonicus	12	76	29	21	16	10
Andrias_japonicus	13	22	9	4	4	5
Andrias_japonicus	14	7	1	3	2	1
Andrias_japonicus	15	2	1	1	0	0
Andrias_japonicus	16	1	1	0	0	0
Crocidura_lasiura	10	821	242	216	179	184
Crocidura_lasiura	11	234	64	65	55	50
Crocidura_lasiura	12	119	66	20	9	24
Crocidura_lasiura	13	26	10	6	4	6
Crocidura_lasiura	14	10	2	7	0	1
Crocidura_lasiura	15	30	14	15	0	1
Crocidura_lasiura	16	2	0	2	0	0
Crocidura_lasiura	17	1	0	1	0	0
Crocidura_lasiura	18	2	0	2	0	0
Crocidura_lasiura	20	4	2	2	0	0
Crocidura_lasiura	21	1	1	0	0	0
Crocidura_lasiura	22	3	0	2	1	0
Crocidura_lasiura	24	2	0	2	0	0
Crocidura_lasiura	25	1	0	1	0	0
Crocidura_lasiura	26	2	0	2	0	0
Crocidura_lasiura	28	3	1	2	0	0
Crocidura_lasiura	30	2	0	2	0	0
Crocidura_lasiura	32	2	0	2	0	0
Crocidura_lasiura	33	1	0	1	0	0
Crocidura_lasiura	34	2	0	2	0	0
Crocidura_lasiura	36	1	0	1	0	0
Crocidura_lasiura	38	1	0	1	0	0
Crocidura_lasiura	40	1	1	0	0	0
Crocidura_lasiura	41	1	0	1	0	0
Crocidura_lasiura	42	1	1	0	0	0
Crocidura_lasiura	47	2	2	0	0	0
Crocidura_lasiura	48	25	25	0	0	0
Crocidura_lasiura	49	1	0	1	0	0
Crocidura_lasiura	56	1	1	0	0	0
Crocidura_lasiura	57	1	0	1	0	0
Crocidura_lasiura	61	3	3	0	0	0
Crocidura_lasiura	63	1	1	0	0	0
Crocidura_lasiura	65	1	0	1	0	0
Crocidura_lasiura	69	1	0	1	0	0
Crocidura_lasiura	71	2	1	1	0	0
Crocidura_lasiura	75	1	1	0	0	0
Crocidura_lasiura	78	1	1	0	0	0
Crocidura_lasiura	112	1	1	0	0	0
Crocidura_lasiura	121	1	1	0	0	0
Crocidura_lasiura	127	1	1	0	0	0
Crocidura_lasiura	135	4	4	0	0	0
Crocidura_lasiura	143	1	1	0	0	0
Crocidura_lasiura	167	1	1	0	0	0
Crocidura_lasiura	199	1	1	0	0	0
Crocidura_attenuata	10	983	308	261	186	228
Crocidura_attenuata	11	258	91	75	42	50
Crocidura_attenuata	12	99	46	29	11	13
Crocidura_attenuata	13	19	8	6	4	1
Crocidura_attenuata	14	7	3	3	0	1
Crocidura_attenuata	15	1	1	0	0	0
Crocidura_attenuata	16	2	1	0	1	0
Crocidura_attenuata	17	1	0	1	0	0
Crocidura_attenuata	27	1	1	0	0	0
Crocidura_attenuata	28	5	5	0	0	0
Crocidura_attenuata	30	1	1	0	0	0
Crocidura_attenuata	31	5	5	0	0	0
Crocidura_attenuata	32	1	1	0	0	0
Crocidura_attenuata	33	4	4	0	0	0
Crocidura_attenuata	34	1	1	0	0	0
Crocidura_attenuata	40	2	2	0	0	0
Crocidura_attenuata	65	1	1	0	0	0
Crocidura_attenuata	78	1	1	0	0	0
Crocidura_attenuata	242	1	1	0	0	0
Crocidura_attenuata	344	1	1	0	0	0
Sicyopterus_lagocephalus	10	442	172	111	70	89
Sicyopterus_lagocephalus	11	128	51	38	14	25
Sicyopterus_lagocephalus	12	24	13	4	2	5
Sicyopterus_lagocephalus	13	8	3	1	2	2
Sicyopterus_lagocephalus	14	2	0	1	0	1
Sicyopterus_lagocephalus	15	2	1	1	0	0
Aldabrachelys_gigantea	10	665	309	220	69	67
Aldabrachelys_gigantea	11	184	86	67	14	17
Aldabrachelys_gigantea	12	63	28	26	6	3
Aldabrachelys_gigantea	13	18	2	10	4	2
Aldabrachelys_gigantea	14	7	1	3	0	3
Aldabrachelys_gigantea	15	7	0	5	0	2
Aldabrachelys_gigantea	16	5	1	2	0	2
Aldabrachelys_gigantea	17	4	0	2	0	2
Aldabrachelys_gigantea	18	4	0	2	0	2
Aldabrachelys_gigantea	19	4	0	2	0	2
Aldabrachelys_gigantea	20	4	0	2	0	2
Aldabrachelys_gigantea	21	4	0	2	0	2
Aldabrachelys_gigantea	22	4	0	2	0	2
Aldabrachelys_gigantea	23	4	0	2	0	2
Aldabrachelys_gigantea	25	1	0	0	0	1
Aldabrachelys_gigantea	46	1	1	0	0	0
Aldabrachelys_gigantea	47	1	0	0	1	0
Amolops_mantzorum	10	548	192	159	103	94
Amolops_mantzorum	11	145	47	56	23	19
Amolops_mantzorum	12	63	30	16	10	7
Amolops_mantzorum	13	23	13	8	0	2
Amolops_mantzorum	14	14	12	1	0	1
Amolops_mantzorum	15	9	9	0	0	0
Amolops_mantzorum	16	2	2	0	0	0
Amolops_mantzorum	17	3	3	0	0	0
Amolops_mantzorum	18	1	1	0	0	0
Amolops_mantzorum	19	6	6	0	0	0
Amolops_mantzorum	30	1	1	0	0	0
Amolops_mantzorum	31	2	2	0	0	0
Amolops_mantzorum	32	1	1	0	0	0
Amolops_mantzorum	38	1	1	0	0	0
Amolops_mantzorum	39	2	2	0	0	0
Amolops_mantzorum	59	1	1	0	0	0
Amolops_mantzorum	69	1	1	0	0	0
Amolops_mantzorum	117	1	1	0	0	0
Hyla_chinensis	10	729	257	205	128	139
Hyla_chinensis	11	183	54	66	25	38
Hyla_chinensis	12	64	18	12	6	28
Hyla_chinensis	13	35	6	26	0	3
Hyla_chinensis	14	20	11	8	1	0
Hyla_chinensis	15	10	5	4	0	1
Hyla_chinensis	16	4	3	1	0	0
Hyla_chinensis	17	2	1	1	0	0
Hyla_chinensis	18	10	8	2	0	0
Hyla_chinensis	20	1	1	0	0	0
Hyla_chinensis	21	1	1	0	0	0
Hyla_chinensis	25	1	1	0	0	0
Hyla_chinensis	28	4	4	0	0	0
Hyla_chinensis	34	1	1	0	0	0
Hyla_chinensis	43	2	2	0	0	0
Hyla_chinensis	51	2	2	0	0	0
Hyla_chinensis	53	1	1	0	0	0
Hyla_chinensis	54	5	5	0	0	0
Hyla_chinensis	62	3	3	0	0	0
Hyla_chinensis	63	3	3	0	0	0
Hyla_chinensis	86	1	1	0	0	0
Hyla_chinensis	95	3	3	0	0	0
Hyla_chinensis	126	1	1	0	0	0
Hyla_chinensis	344	1	1	0	0	0
Hyla_chinensis	373	1	1	0	0	0
Kaloula_pulchra	10	584	211	160	109	104
Kaloula_pulchra	11	159	60	55	16	28
Kaloula_pulchra	12	39	16	14	6	3
Kaloula_pulchra	13	8	5	1	1	1
Kaloula_pulchra	14	5	3	2	0	0
Sphoeroides_annulatus	10	452	175	154	59	64
Sphoeroides_annulatus	11	145	59	39	20	27
Sphoeroides_annulatus	12	43	17	9	4	13
Sphoeroides_annulatus	13	10	4	4	0	2
Sphoeroides_annulatus	14	4	2	2	0	0
Sphoeroides_annulatus	15	1	0	0	1	0
Sphoeroides_annulatus	17	1	0	0	0	1
Sphoeroides_annulatus	19	1	0	0	0	1
Notophthalmus_perstriatus	10	736	236	222	132	146
Notophthalmus_perstriatus	11	227	76	78	39	34
Notophthalmus_perstriatus	12	69	27	17	14	11
Notophthalmus_perstriatus	13	20	8	7	1	4
Notophthalmus_perstriatus	14	13	4	7	1	1
Notophthalmus_perstriatus	16	1	1	0	0	0
Notophthalmus_perstriatus	17	1	1	0	0	0
Distichodus_sexfasciatus	10	469	192	119	73	85
Distichodus_sexfasciatus	11	138	53	36	20	29
Distichodus_sexfasciatus	12	45	18	17	3	7
Distichodus_sexfasciatus	13	14	6	1	2	5
Distichodus_sexfasciatus	14	2	1	0	1	0
Distichodus_sexfasciatus	15	2	0	2	0	0
Distichodus_sexfasciatus	16	1	1	0	0	0
Phractolaemus_ansorgii	10	540	213	166	78	83
Phractolaemus_ansorgii	11	146	57	48	16	25
Phractolaemus_ansorgii	12	34	15	12	3	4
Phractolaemus_ansorgii	13	14	8	2	1	3
Phractolaemus_ansorgii	14	4	2	2	0	0
Phractolaemus_ansorgii	15	3	1	2	0	0
Rhinolophus_monoceros	10	481	204	154	66	57
Rhinolophus_monoceros	11	143	64	45	17	17
Rhinolophus_monoceros	12	45	26	10	5	4
Rhinolophus_monoceros	13	16	12	2	1	1
Rhinolophus_monoceros	14	4	3	0	0	1
Rhinolophus_monoceros	15	6	2	3	1	0
Rhinolophus_monoceros	16	1	1	0	0	0
Rhinolophus_monoceros	18	7	7	0	0	0
Rhinolophus_monoceros	21	2	2	0	0	0
Rhinolophus_monoceros	27	1	1	0	0	0
Rhinolophus_monoceros	29	1	1	0	0	0
Rhinolophus_monoceros	32	2	2	0	0	0
Rhinolophus_monoceros	38	1	1	0	0	0
Rhinolophus_monoceros	43	3	3	0	0	0
Rhinolophus_monoceros	46	1	1	0	0	0
Rhinolophus_monoceros	71	1	1	0	0	0
Alepocephalus_tenebrosus	10	465	192	137	65	71
Alepocephalus_tenebrosus	11	124	50	36	19	19
Alepocephalus_tenebrosus	12	36	17	12	1	6
Alepocephalus_tenebrosus	13	7	3	2	0	2
Alepocephalus_tenebrosus	14	3	2	0	0	1
Alepocephalus_tenebrosus	15	2	1	0	1	0
Lipolagus_ochotensis	10	460	187	133	58	82
Lipolagus_ochotensis	11	144	56	34	27	27
Lipolagus_ochotensis	12	38	16	12	6	4
Lipolagus_ochotensis	13	9	6	2	0	1
Lipolagus_ochotensis	14	4	3	0	1	0
Lipolagus_ochotensis	15	7	5	2	0	0
Lipolagus_ochotensis	16	1	1	0	0	0
Lipolagus_ochotensis	23	1	1	0	0	0
Lipolagus_ochotensis	27	2	2	0	0	0
Lipolagus_ochotensis	39	1	1	0	0	0
Lipolagus_ochotensis	40	1	1	0	0	0
Lipolagus_ochotensis	97	1	1	0	0	0
Glossanodon_semifasciatus	10	479	192	144	71	72
Glossanodon_semifasciatus	11	162	66	42	31	23
Glossanodon_semifasciatus	12	45	22	11	6	6
Glossanodon_semifasciatus	13	15	8	1	4	2
Glossanodon_semifasciatus	14	3	1	1	0	1
Glossanodon_semifasciatus	15	3	2	1	0	0
Glossanodon_semifasciatus	17	1	0	1	0	0
Nansenia_ardesiaca	10	484	205	141	63	75
Nansenia_ardesiaca	11	145	56	40	25	24
Nansenia_ardesiaca	12	46	22	16	3	5
Nansenia_ardesiaca	13	9	6	2	1	0
Nansenia_ardesiaca	14	5	1	1	1	2
Nansenia_ardesiaca	15	3	2	0	0	1
Platytroctes_apus	10	455	204	129	57	65
Platytroctes_apus	11	108	50	34	12	12
Platytroctes_apus	12	31	16	12	2	1
Platytroctes_apus	13	13	7	3	1	2
Platytroctes_apus	14	4	1	1	1	1
Platytroctes_apus	15	1	1	0	0	0
Retropinna_retropinna	10	433	154	118	64	97
Retropinna_retropinna	11	121	45	34	25	17
Retropinna_retropinna	12	25	9	4	3	9
Retropinna_retropinna	13	12	7	2	2	1
Retropinna_retropinna	14	5	3	1	0	1
Retropinna_retropinna	15	1	1	0	0	0
Opisthoproctus_soleatus	10	490	203	119	74	94
Opisthoproctus_soleatus	11	155	77	33	18	27
Opisthoproctus_soleatus	12	45	19	18	1	7
Opisthoproctus_soleatus	13	14	5	5	2	2
Opisthoproctus_soleatus	14	5	3	1	0	1
Opisthoproctus_soleatus	15	1	0	1	0	0
Simias_concolor	10	625	205	190	119	111
Simias_concolor	11	193	68	63	38	24
Simias_concolor	12	43	14	14	12	3
