species	Length	Number	Standard	Symm.	Compl.	Inverted
Ciona_intestinalis	10	4742	1463	1460	911	908
Ciona_intestinalis	11	1774	615	535	300	324
Ciona_intestinalis	12	649	215	190	116	128
Ciona_intestinalis	13	226	74	79	29	44
Ciona_intestinalis	14	101	35	30	20	16
Ciona_intestinalis	15	28	8	4	8	8
Ciona_intestinalis	16	9	4	3	1	1
Ciona_intestinalis	17	4	1	1	0	2
Ciona_intestinalis	18	2	1	0	0	1
Ciona_intestinalis	25	1	1	0	0	0
Styela_plicata	10	1976	834	697	207	238
Styela_plicata	11	676	299	249	60	68
Styela_plicata	12	249	100	85	25	39
Styela_plicata	13	89	44	31	4	10
Styela_plicata	14	33	19	8	1	5
Styela_plicata	15	15	7	5	0	3
Styela_plicata	16	10	4	4	0	2
Styela_plicata	17	8	5	1	1	1
Styela_plicata	18	3	3	0	0	0
Styela_plicata	19	2	2	0	0	0
Styela_plicata	21	1	1	0	0	0
Styela_plicata	22	1	0	0	0	1
Styela_plicata	30	1	0	0	0	1
Styela_plicata	31	1	0	0	0	1
Styela_plicata	33	1	0	0	0	1
Halocynthia_roretzi	10	1869	865	806	92	106
Halocynthia_roretzi	11	674	311	267	50	46
Halocynthia_roretzi	12	200	99	81	6	14
Halocynthia_roretzi	13	55	24	27	2	2
Halocynthia_roretzi	14	29	16	12	0	1
Halocynthia_roretzi	15	11	7	4	0	0
Halocynthia_roretzi	16	8	6	1	0	1
Halocynthia_roretzi	17	3	1	0	0	2
Halocynthia_roretzi	18	2	1	1	0	0
Halocynthia_roretzi	20	1	1	0	0	0
Halocynthia_roretzi	21	1	0	1	0	0
Halocynthia_roretzi	22	1	1	0	0	0
Herdmania_momus	10	1376	625	616	63	72
Herdmania_momus	11	485	254	192	25	14
Herdmania_momus	12	171	89	68	8	6
Herdmania_momus	13	60	27	31	0	2
Herdmania_momus	14	23	15	6	0	2
Herdmania_momus	15	6	4	2	0	0
Herdmania_momus	16	2	1	0	1	0
Herdmania_momus	17	1	1	0	0	0
Herdmania_momus	18	1	0	1	0	0
Herdmania_momus	20	1	1	0	0	0
Herdmania_momus	22	2	2	0	0	0
Herdmania_momus	89	1	1	0	0	0
Branchiostoma_floridae	10	570	174	151	123	122
Branchiostoma_floridae	11	156	57	47	25	27
Branchiostoma_floridae	12	42	17	10	9	6
Branchiostoma_floridae	13	19	6	6	2	5
Branchiostoma_floridae	14	3	0	1	0	2
Branchiostoma_floridae	15	1	0	0	1	0
Branchiostoma_lanceolatum	10	534	169	143	109	113
Branchiostoma_lanceolatum	11	161	61	53	20	27
Branchiostoma_lanceolatum	12	43	17	6	11	9
Branchiostoma_lanceolatum	13	16	3	7	1	5
Branchiostoma_lanceolatum	14	4	0	2	0	2
Branchiostoma_lanceolatum	15	3	0	0	3	0
Branchiostoma_belcheri	10	744	248	214	134	148
Branchiostoma_belcheri	11	229	78	72	32	47
Branchiostoma_belcheri	12	63	23	19	12	9
Branchiostoma_belcheri	13	18	3	8	4	3
Branchiostoma_belcheri	14	5	2	2	0	1
Branchiostoma_belcheri	15	3	1	1	0	1
Branchiostoma_belcheri	16	2	2	0	0	0
Lampetra_fluviatilis	10	616	202	173	120	121
Lampetra_fluviatilis	11	168	50	54	42	22
Lampetra_fluviatilis	12	51	11	16	8	16
Lampetra_fluviatilis	13	11	4	5	1	1
Lampetra_fluviatilis	14	8	6	0	1	1
Lampetra_fluviatilis	15	2	2	0	0	0
Lampetra_fluviatilis	20	1	1	0	0	0
Lampetra_fluviatilis	21	3	3	0	0	0
Lampetra_fluviatilis	24	1	1	0	0	0
Lampetra_fluviatilis	25	1	1	0	0	0
Lampetra_fluviatilis	26	1	1	0	0	0
Lampetra_fluviatilis	34	1	1	0	0	0
Lampetra_fluviatilis	35	1	1	0	0	0
Lampetra_fluviatilis	36	1	1	0	0	0
Lampetra_fluviatilis	74	1	1	0	0	0
Lampetra_aepyptera	10	654	193	202	138	121
Lampetra_aepyptera	11	181	61	56	28	36
Lampetra_aepyptera	12	75	19	32	13	11
Lampetra_aepyptera	13	16	2	13	0	1
Lampetra_aepyptera	14	5	1	2	1	1
Lampetra_aepyptera	15	8	7	1	0	0
Lampetra_aepyptera	16	6	6	0	0	0
Lampetra_aepyptera	17	3	3	0	0	0
Lampetra_aepyptera	18	1	1	0	0	0
Lampetra_aepyptera	19	3	3	0	0	0
Lampetra_aepyptera	20	1	1	0	0	0
Lampetra_aepyptera	22	1	1	0	0	0
Lampetra_aepyptera	24	1	1	0	0	0
Lampetra_aepyptera	25	1	1	0	0	0
Lampetra_aepyptera	26	1	1	0	0	0
Lampetra_aepyptera	27	2	2	0	0	0
Lampetra_aepyptera	34	2	2	0	0	0
Lampetra_aepyptera	35	2	2	0	0	0
Lampetra_aepyptera	37	1	1	0	0	0
Lampetra_aepyptera	38	1	1	0	0	0
Lampetra_aepyptera	46	1	1	0	0	0
Lampetra_aepyptera	66	1	1	0	0	0
Lethenteron_reissneri	10	686	218	208	134	126
Lethenteron_reissneri	11	184	66	52	30	36
Lethenteron_reissneri	12	41	13	14	7	7
Lethenteron_reissneri	13	7	1	2	2	2
Lethenteron_reissneri	14	9	8	1	0	0
Lethenteron_reissneri	15	2	1	1	0	0
Lethenteron_reissneri	17	1	1	0	0	0
Lethenteron_reissneri	19	1	1	0	0	0
Lethenteron_reissneri	21	2	2	0	0	0
Lethenteron_reissneri	23	1	1	0	0	0
Lethenteron_reissneri	24	2	2	0	0	0
Lethenteron_reissneri	25	2	2	0	0	0
Lethenteron_reissneri	41	1	1	0	0	0
Lethenteron_reissneri	74	1	1	0	0	0
Lethenteron_reissneri	318	1	1	0	0	0
Petromyzon_marinus	10	710	198	223	124	165
Petromyzon_marinus	11	218	63	64	52	39
Petromyzon_marinus	12	66	10	16	12	28
Petromyzon_marinus	13	14	6	5	2	1
Petromyzon_marinus	14	2	2	0	0	0
Petromyzon_marinus	15	3	2	1	0	0
Petromyzon_marinus	16	2	1	0	1	0
Petromyzon_marinus	68	1	1	0	0	0
Petromyzon_marinus	154	1	1	0	0	0
Eptatretus_burgeri	10	1135	349	377	211	198
Eptatretus_burgeri	11	380	139	110	63	68
Eptatretus_burgeri	12	122	45	33	9	35
Eptatretus_burgeri	13	30	12	10	1	7
Eptatretus_burgeri	14	9	3	3	0	3
Eptatretus_burgeri	15	2	2	0	0	0
Eptatretus_burgeri	16	1	0	1	0	0
Eptatretus_burgeri	17	1	0	1	0	0
Eptatretus_burgeri	25	2	2	0	0	0
Eptatretus_burgeri	94	2	2	0	0	0
Eptatretus_burgeri	115	1	1	0	0	0
Eptatretus_burgeri	156	1	1	0	0	0
Eptatretus_burgeri	156	1	1	0	0	0
Eptatretus_burgeri	370	1	1	0	0	0
Myxine_glutinosa	10	1195	420	350	216	209
Myxine_glutinosa	11	353	116	115	57	65
Myxine_glutinosa	12	90	29	25	18	18
Myxine_glutinosa	13	46	17	12	7	10
Myxine_glutinosa	14	17	11	3	0	3
Myxine_glutinosa	15	11	10	0	1	0
Myxine_glutinosa	16	4	4	0	0	0
Myxine_glutinosa	17	1	1	0	0	0
Myxine_glutinosa	19	3	3	0	0	0
Myxine_glutinosa	21	1	1	0	0	0
Myxine_glutinosa	25	6	6	0	0	0
Myxine_glutinosa	28	5	5	0	0	0
Myxine_glutinosa	43	1	1	0	0	0
Myxine_glutinosa	104	1	1	0	0	0
Myxine_glutinosa	104	1	1	0	0	0
Myxine_glutinosa	447	1	1	0	0	0
Myxine_glutinosa	546	1	1	0	0	0
Leucoraja_erinacea	10	597	216	146	119	116
Leucoraja_erinacea	11	189	73	57	30	29
Leucoraja_erinacea	12	35	11	10	7	7
Leucoraja_erinacea	13	14	7	4	1	2
Leucoraja_erinacea	14	2	0	1	1	0
Leucoraja_erinacea	15	2	1	0	1	0
Leucoraja_erinacea	17	1	1	0	0	0
Leucoraja_erinacea	20	1	1	0	0	0
Heterodontus_francisci	10	628	248	183	82	115
Heterodontus_francisci	11	169	68	57	26	18
Heterodontus_francisci	12	56	26	12	8	10
Heterodontus_francisci	13	7	3	2	1	1
Heterodontus_francisci	14	2	2	0	0	0
Squalus_acanthias	10	711	234	190	142	145
Squalus_acanthias	11	189	61	50	44	34
Squalus_acanthias	12	50	16	11	11	12
Squalus_acanthias	13	12	5	3	2	2
Squalus_acanthias	14	2	2	0	0	0
Squalus_acanthias	15	3	2	1	0	0
Squalus_acanthias	16	1	0	0	0	1
Ginglymostoma_cirratum	10	704	266	204	103	131
Ginglymostoma_cirratum	11	200	87	60	21	32
Ginglymostoma_cirratum	12	49	20	19	2	8
Ginglymostoma_cirratum	13	11	5	3	1	2
Ginglymostoma_cirratum	14	5	3	0	0	2
Ginglymostoma_cirratum	16	2	2	0	0	0
Ginglymostoma_cirratum	19	1	1	0	0	0
Carcharhinus_obscurus	10	674	243	202	119	110
Carcharhinus_obscurus	11	174	64	50	27	33
Carcharhinus_obscurus	12	37	16	9	6	6
Carcharhinus_obscurus	13	14	5	5	3	1
Carcharhinus_obscurus	14	4	2	2	0	0
Carcharhinus_obscurus	15	2	0	0	1	1
Carcharhinus_obscurus	16	1	1	0	0	0
Carcharhinus_plumbeus	10	626	213	194	115	104
Carcharhinus_plumbeus	11	170	69	49	23	29
Carcharhinus_plumbeus	12	56	22	17	9	8
Carcharhinus_plumbeus	13	16	6	2	5	3
Carcharhinus_plumbeus	14	6	4	1	0	1
Prionace_glauca	10	744	243	224	150	127
Prionace_glauca	11	191	65	56	35	35
Prionace_glauca	12	62	25	18	10	9
Prionace_glauca	13	20	9	2	5	4
Prionace_glauca	14	3	1	0	1	1
Prionace_glauca	15	4	1	2	1	0
Prionace_glauca	19	1	1	0	0	0
Galeocerdo_cuvier	10	784	264	221	150	149
Galeocerdo_cuvier	11	221	82	60	41	38
Galeocerdo_cuvier	12	55	21	10	19	5
Galeocerdo_cuvier	13	16	6	3	3	4
Galeocerdo_cuvier	14	5	1	1	1	2
Galeocerdo_cuvier	18	2	1	1	0	0
Sphyrna_lewini	10	632	221	188	110	113
Sphyrna_lewini	11	174	78	42	29	25
Sphyrna_lewini	12	57	28	16	6	7
Sphyrna_lewini	13	10	4	2	1	3
Sphyrna_lewini	14	6	5	1	0	0
Sphyrna_lewini	15	3	1	1	1	0
Sphyrna_lewini	20	2	2	0	0	0
Sphyrna_lewini	24	1	1	0	0	0
Sphyrna_lewini	27	1	1	0	0	0
Sphyrna_lewini	28	1	1	0	0	0
Sphyrna_lewini	31	1	1	0	0	0
Sphyrna_lewini	32	1	1	0	0	0
Sphyrna_tiburo	10	601	203	181	100	117
Sphyrna_tiburo	11	140	58	30	25	27
Sphyrna_tiburo	12	48	16	12	7	13
Sphyrna_tiburo	13	9	4	2	1	2
Sphyrna_tiburo	14	2	1	1	0	0
Sphyrna_tiburo	15	4	4	0	0	0
Sphyrna_tiburo	16	2	2	0	0	0
Sphyrna_tiburo	18	2	2	0	0	0
Sphyrna_tiburo	20	1	1	0	0	0
Sphyrna_tiburo	22	1	1	0	0	0
Sphyrna_tiburo	24	1	1	0	0	0
Sphyrna_tiburo	27	1	1	0	0	0
Sphyrna_tiburo	32	1	1	0	0	0
Sphyrna_tiburo	34	1	1	0	0	0
Sphyrna_tiburo	38	1	1	0	0	0
Scyliorhinus_canicula	10	765	250	213	140	162
Scyliorhinus_canicula	11	203	76	52	39	36
Scyliorhinus_canicula	12	56	23	17	6	10
Scyliorhinus_canicula	13	19	8	3	1	7
Scyliorhinus_canicula	14	5	2	1	0	2
Scyliorhinus_canicula	15	3	1	0	2	0
Scyliorhinus_canicula	16	1	1	0	0	0
Scyliorhinus_canicula	17	1	1	0	0	0
Isurus_paucus	10	498	178	158	72	90
Isurus_paucus	11	132	43	37	25	27
Isurus_paucus	12	31	9	11	3	8
Isurus_paucus	13	6	0	4	1	1
Isurus_paucus	14	3	1	1	0	1
Isurus_paucus	16	1	1	0	0	0
Isurus_paucus	19	1	1	0	0	0
Callorhinchus_callorynchus	10	988	284	287	232	185
Callorhinchus_callorynchus	11	308	106	87	57	58
Callorhinchus_callorynchus	12	99	35	16	23	25
Callorhinchus_callorynchus	13	28	11	5	6	6
Callorhinchus_callorynchus	14	8	4	2	0	2
Callorhinchus_callorynchus	15	3	0	2	0	1
Callorhinchus_callorynchus	16	1	1	0	0	0
Callorhinchus_milii	10	1055	327	283	233	212
Callorhinchus_milii	11	339	111	97	63	68
Callorhinchus_milii	12	92	33	14	21	24
Callorhinchus_milii	13	36	15	9	5	7
Callorhinchus_milii	14	7	4	2	0	1
Callorhinchus_milii	15	4	0	3	0	1
Callorhinchus_milii	16	2	1	0	0	1
Chimaera_monstrosa	10	906	304	247	172	183
Chimaera_monstrosa	11	282	107	79	46	50
Chimaera_monstrosa	12	81	35	20	15	11
Chimaera_monstrosa	13	22	8	6	3	5
Chimaera_monstrosa	14	9	6	2	0	1
Chimaera_monstrosa	15	2	1	1	0	0
Chimaera_monstrosa	16	2	2	0	0	0
Chimaera_monstrosa	17	1	0	1	0	0
Chimaera_monstrosa	18	2	2	0	0	0
Chimaera_monstrosa	26	1	1	0	0	0
Chimaera_monstrosa	40	1	1	0	0	0
Lepidosiren_paradoxa	10	800	272	224	138	166
Lepidosiren_paradoxa	11	220	79	65	35	41
Lepidosiren_paradoxa	12	54	23	8	10	13
Lepidosiren_paradoxa	13	17	6	6	3	2
Lepidosiren_paradoxa	14	6	0	3	1	2
Lepidosiren_paradoxa	15	3	2	1	0	0
Protopterus_aethiopicus	10	504	165	140	92	107
Protopterus_aethiopicus	11	139	46	44	19	30
Protopterus_aethiopicus	12	34	16	8	5	5
Protopterus_aethiopicus	13	15	8	2	2	3
Protopterus_aethiopicus	14	7	3	2	2	0
Protopterus_aethiopicus	15	2	1	1	0	0
Protopterus_aethiopicus	21	1	1	0	0	0
Protopterus_annectens	10	545	168	155	105	117
Protopterus_annectens	11	132	47	40	21	24
Protopterus_annectens	12	42	15	14	3	10
Protopterus_annectens	13	8	3	2	0	3
Protopterus_annectens	14	2	1	1	0	0
Protopterus_annectens	15	1	0	0	1	0
Protopterus_annectens	17	1	1	0	0	0
Neoceratodus_forsteri	10	483	176	149	72	86
Neoceratodus_forsteri	11	146	50	55	18	23
Neoceratodus_forsteri	12	27	12	10	1	4
Neoceratodus_forsteri	13	13	8	2	0	3
Neoceratodus_forsteri	14	4	2	1	0	1
Neoceratodus_forsteri	15	1	0	1	0	0
Latimeria_chalumnae	10	559	235	152	87	85
Latimeria_chalumnae	11	168	70	53	23	22
Latimeria_chalumnae	12	61	31	14	12	4
Latimeria_chalumnae	13	22	9	9	2	2
Latimeria_chalumnae	14	4	3	1	0	0
Latimeria_chalumnae	16	2	2	0	0	0
Latimeria_chalumnae	21	1	1	0	0	0
Latimeria_chalumnae	22	1	1	0	0	0
Latimeria_chalumnae	29	1	1	0	0	0
Acipenser_gueldenstaedtii	10	438	178	125	63	72
Acipenser_gueldenstaedtii	11	124	50	40	18	16
Acipenser_gueldenstaedtii	12	45	24	10	5	6
Acipenser_gueldenstaedtii	13	11	6	4	0	1
Acipenser_gueldenstaedtii	14	3	3	0	0	0
Acipenser_gueldenstaedtii	15	2	1	0	1	0
Acipenser_gueldenstaedtii	16	1	1	0	0	0
Acipenser_gueldenstaedtii	96	1	1	0	0	0
Acipenser_stellatus	10	393	157	103	56	77
Acipenser_stellatus	11	124	53	38	19	14
Acipenser_stellatus	12	47	21	15	7	4
Acipenser_stellatus	13	10	4	5	1	0
Acipenser_stellatus	14	3	2	0	1	0
Acipenser_stellatus	15	1	0	0	1	0
Acipenser_stellatus	16	1	1	0	0	0
Acipenser_stellatus	204	1	1	0	0	0
Acipenser_transmontanus	10	472	186	139	66	81
Acipenser_transmontanus	11	107	55	25	15	12
Acipenser_transmontanus	12	29	11	10	4	4
Acipenser_transmontanus	13	8	4	3	0	1
Acipenser_transmontanus	14	6	4	1	1	0
Acipenser_transmontanus	15	2	0	1	1	0
Acipenser_transmontanus	16	1	1	0	0	0
Acipenser_transmontanus	198	1	1	0	0	0
Acipenser_ruthenus	10	449	176	129	58	86
Acipenser_ruthenus	11	125	56	30	20	19
Acipenser_ruthenus	12	37	19	4	9	5
Acipenser_ruthenus	13	8	5	2	0	1
Acipenser_ruthenus	14	5	3	1	1	0
Acipenser_ruthenus	15	1	0	0	1	0
Acipenser_ruthenus	16	2	1	1	0	0
Acipenser_ruthenus	281	1	1	0	0	0
Acipenser_medirostris	10	459	172	141	65	81
Acipenser_medirostris	11	129	66	33	10	20
Acipenser_medirostris	12	33	13	11	4	5
Acipenser_medirostris	13	10	6	2	2	0
Acipenser_medirostris	14	3	2	0	1	0
Acipenser_medirostris	15	2	0	1	1	0
Acipenser_medirostris	16	1	1	0	0	0
Acipenser_medirostris	128	1	1	0	0	0
Scaphirhynchus_platorynchus	10	439	195	120	64	60
Scaphirhynchus_platorynchus	11	112	54	29	12	17
Scaphirhynchus_platorynchus	12	25	10	7	3	5
Scaphirhynchus_platorynchus	13	15	8	4	1	2
Scaphirhynchus_platorynchus	14	3	1	1	1	0
Scaphirhynchus_platorynchus	15	2	0	2	0	0
Scaphirhynchus_platorynchus	16	2	1	1	0	0
Polyodon_spathula	10	428	166	127	63	72
Polyodon_spathula	11	109	43	32	15	19
Polyodon_spathula	12	38	23	10	3	2
Polyodon_spathula	13	11	8	2	1	0
Polyodon_spathula	14	4	3	1	0	0
Polyodon_spathula	15	1	0	1	0	0
Polyodon_spathula	16	2	1	1	0	0
Polyodon_spathula	22	1	1	0	0	0
Atractosteus_spatula	10	462	180	146	60	76
Atractosteus_spatula	11	127	59	33	14	21
Atractosteus_spatula	12	28	10	11	3	4
Atractosteus_spatula	13	10	4	4	1	1
Atractosteus_spatula	14	4	1	1	0	2
Atractosteus_spatula	17	1	1	0	0	0
Lepisosteus_oculatus	10	515	198	125	91	101
Lepisosteus_oculatus	11	141	64	39	19	19
Lepisosteus_oculatus	12	39	18	11	5	5
Lepisosteus_oculatus	13	15	7	5	1	2
Lepisosteus_oculatus	14	3	1	1	0	1
Lepisosteus_oculatus	15	2	0	1	0	1
Lepisosteus_oculatus	16	2	2	0	0	0
Amia_calva	10	402	165	116	53	68
Amia_calva	11	309	40	215	11	43
Amia_calva	12	34	13	5	10	6
Amia_calva	13	6	3	2	1	0
Amia_calva	14	5	4	1	0	0
Amia_calva	460	1	1	0	0	0
Elops_saurus	10	400	163	122	59	56
Elops_saurus	11	116	48	37	15	16
Elops_saurus	12	32	18	5	4	5
Elops_saurus	13	6	1	1	3	1
Elops_saurus	14	4	2	1	0	1
Elops_saurus	15	2	1	0	0	1
Elops_saurus	17	1	0	0	0	1
Elops_saurus	18	2	2	0	0	0
Megalops_atlanticus	10	471	188	165	67	51
Megalops_atlanticus	11	145	71	41	13	20
Megalops_atlanticus	12	44	22	14	4	4
Megalops_atlanticus	13	12	7	4	1	0
Megalops_atlanticus	14	19	3	0	0	16
Megalops_atlanticus	15	1	1	0	0	0
Megalops_atlanticus	20	6	6	0	0	0
Megalops_atlanticus	191	1	1	0	0	0
Anguilla_anguilla	10	533	190	161	87	95
Anguilla_anguilla	11	178	55	53	28	42
Anguilla_anguilla	12	45	22	12	3	8
Anguilla_anguilla	13	10	2	4	2	2
Anguilla_anguilla	14	5	2	1	0	2
Anguilla_anguilla	15	2	2	0	0	0
Anguilla_anguilla	17	1	1	0	0	0
Anguilla_anguilla	18	1	1	0	0	0
Anguilla_japonica	10	569	244	136	84	105
Anguilla_japonica	11	160	51	55	18	36
Anguilla_japonica	12	43	22	10	6	5
Anguilla_japonica	13	6	2	1	1	2
Anguilla_japonica	14	4	2	0	0	2
Anguilla_japonica	15	1	1	0	0	0
Anguilla_rostrata	10	547	203	163	83	98
Anguilla_rostrata	11	167	49	49	26	43
Anguilla_rostrata	12	36	20	9	2	5
Anguilla_rostrata	13	12	3	4	3	2
Anguilla_rostrata	14	5	3	0	0	2
Anguilla_rostrata	15	3	3	0	0	0
Anguilla_rostrata	16	1	1	0	0	0
Anguilla_rostrata	18	1	1	0	0	0
Anguilla_marmorata	10	583	239	173	72	99
Anguilla_marmorata	11	190	86	50	21	33
Anguilla_marmorata	12	57	19	21	6	11
Anguilla_marmorata	13	12	9	2	0	1
Anguilla_marmorata	14	5	4	0	0	1
Anguilla_marmorata	15	1	1	0	0	0
Anguilla_marmorata	16	1	0	1	0	0
Anguilla_marmorata	33	1	1	0	0	0
Conger_myriaster	10	1082	313	342	219	208
Conger_myriaster	11	316	109	84	59	64
Conger_myriaster	12	127	64	30	15	18
Conger_myriaster	13	36	13	7	6	10
Conger_myriaster	14	6	3	1	1	1
Conger_myriaster	15	1	1	0	0	0
Conger_myriaster	16	3	3	0	0	0
Conger_myriaster	17	2	2	0	0	0
Conger_myriaster	18	2	2	0	0	0
Conger_myriaster	20	8	8	0	0	0
Conger_myriaster	21	5	5	0	0	0
Conger_myriaster	24	3	3	0	0	0
Conger_myriaster	27	2	2	0	0	0
Conger_myriaster	28	1	1	0	0	0
Conger_myriaster	31	1	1	0	0	0
Conger_myriaster	33	3	3	0	0	0
Conger_myriaster	37	2	2	0	0	0
Conger_myriaster	43	2	2	0	0	0
Conger_myriaster	46	2	2	0	0	0
Conger_myriaster	47	2	2	0	0	0
Conger_myriaster	59	27	27	0	0	0
Conger_myriaster	68	1	1	0	0	0
Conger_myriaster	73	1	1	0	0	0
Conger_myriaster	76	1	1	0	0	0
Conger_myriaster	383	1	1	0	0	0
Clupea_harengus	10	385	130	110	88	57
Clupea_harengus	11	98	30	34	16	18
Clupea_harengus	12	40	12	12	8	8
Clupea_harengus	13	9	5	2	1	1
Clupea_harengus	14	3	1	1	0	1
Danio_rerio	10	531	153	139	127	112
Danio_rerio	11	142	46	40	23	33
Danio_rerio	12	39	16	9	5	9
Danio_rerio	13	17	6	7	2	2
Danio_rerio	14	1	0	0	0	1
Danio_rerio	18	1	1	0	0	0
Danio_rerio	19	1	0	0	1	0
Carassius_auratus	10	514	171	145	98	100
Carassius_auratus	11	177	63	47	31	36
Carassius_auratus	12	39	17	11	3	8
Carassius_auratus	13	13	8	3	1	1
Carassius_auratus	14	4	3	0	0	1
Carassius_auratus	16	1	0	1	0	0
Carassius_auratus	17	1	1	0	0	0
Carassius_auratus	18	1	0	0	1	0
Ctenopharyngodon_idella	10	484	186	133	80	85
Ctenopharyngodon_idella	11	126	45	28	23	30
Ctenopharyngodon_idella	12	37	16	6	8	7
Ctenopharyngodon_idella	13	12	2	7	0	3
Ctenopharyngodon_idella	14	3	1	2	0	0
Ctenopharyngodon_idella	15	1	0	0	0	1
Cyprinus_carpio	10	521	205	152	74	90
Cyprinus_carpio	11	134	61	31	20	22
Cyprinus_carpio	12	44	22	15	4	3
Cyprinus_carpio	13	11	6	1	3	1
Cyprinus_carpio	14	7	4	3	0	0
Cyprinus_carpio	17	2	2	0	0	0
Cyprinus_carpio	18	1	0	0	1	0
Hypophthalmichthys_nobilis	10	497	197	137	81	82
Hypophthalmichthys_nobilis	11	141	61	39	22	19
Hypophthalmichthys_nobilis	12	43	15	12	4	12
Hypophthalmichthys_nobilis	13	8	2	4	2	0
Hypophthalmichthys_nobilis	14	5	5	0	0	0
Hypophthalmichthys_nobilis	15	2	0	1	1	0
Hypophthalmichthys_nobilis	16	1	0	1	0	0
Catostomus_commersonii	10	458	137	134	93	94
Catostomus_commersonii	11	122	44	30	24	24
Catostomus_commersonii	12	41	16	8	11	6
Catostomus_commersonii	13	8	3	3	2	0
Catostomus_commersonii	14	1	1	0	0	0
Catostomus_commersonii	15	1	0	1	0	0
Ictiobus_bubalus	10	416	152	99	79	86
Ictiobus_bubalus	11	111	38	34	24	15
Ictiobus_bubalus	12	32	7	11	9	5
Ictiobus_bubalus	13	13	5	3	2	3
Ictiobus_bubalus	14	3	1	1	0	1
Ictiobus_bubalus	15	1	0	1	0	0
Ictiobus_bubalus	16	1	1	0	0	0
Formosania_lacustris	10	425	150	119	73	83
Formosania_lacustris	11	122	52	33	23	14
Formosania_lacustris	12	44	24	12	3	5
Formosania_lacustris	13	11	3	6	1	1
Formosania_lacustris	14	6	5	0	1	0
Formosania_lacustris	15	2	2	0	0	0
Formosania_lacustris	16	1	1	0	0	0
Ictalurus_punctatus	10	462	174	136	65	87
Ictalurus_punctatus	11	133	59	31	25	18
Ictalurus_punctatus	12	32	8	12	3	9
Ictalurus_punctatus	13	10	7	2	0	1
Ictalurus_punctatus	14	5	2	0	1	2
Ictalurus_punctatus	16	1	1	0	0	0
Pangasius_pangasius	10	519	200	137	89	93
Pangasius_pangasius	11	153	72	41	20	20
Pangasius_pangasius	12	44	23	14	3	4
Pangasius_pangasius	13	7	2	0	2	3
Pangasius_pangasius	14	1	0	1	0	0
Pangasius_pangasius	16	1	1	0	0	0
Pangasius_pangasius	19	1	1	0	0	0
Pangasius_pangasius	24	1	1	0	0	0
Esox_lucius	10	446	181	113	87	65
Esox_lucius	11	171	51	46	40	34
Esox_lucius	12	45	11	19	9	6
Esox_lucius	13	6	5	1	0	0
Esox_lucius	14	2	1	1	0	0
Esox_lucius	16	1	1	0	0	0
Esox_lucius	17	1	0	1	0	0
Esox_lucius	18	1	0	1	0	0
Esox_lucius	22	1	0	1	0	0
Esox_lucius	23	1	0	1	0	0
Esox_lucius	27	1	0	1	0	0
Esox_lucius	28	1	0	1	0	0
Esox_lucius	32	1	0	1	0	0
Esox_lucius	33	1	0	1	0	0
Esox_lucius	37	1	0	1	0	0
Esox_lucius	38	1	0	1	0	0
Esox_lucius	42	1	0	1	0	0
Esox_lucius	43	1	0	1	0	0
Esox_lucius	47	1	0	1	0	0
Esox_lucius	48	1	0	1	0	0
Esox_lucius	52	1	0	1	0	0
Esox_lucius	53	1	0	1	0	0
Esox_lucius	57	1	0	1	0	0
Esox_lucius	58	1	0	1	0	0
Esox_lucius	62	1	0	1	0	0
Esox_lucius	63	1	0	1	0	0
Esox_lucius	67	1	0	1	0	0
Esox_lucius	68	1	0	1	0	0
Esox_lucius	72	1	0	1	0	0
Esox_lucius	73	1	0	1	0	0
Esox_lucius	77	1	0	1	0	0
Esox_lucius	146	1	1	0	0	0
Osmerus_mordax	10	452	171	122	86	73
Osmerus_mordax	11	128	51	40	21	16
Osmerus_mordax	12	39	12	13	6	8
Osmerus_mordax	13	10	5	3	1	1
Osmerus_mordax	14	1	0	0	1	0
Osmerus_mordax	15	1	0	0	0	1
Osmerus_mordax	21	1	1	0	0	0
Oncorhynchus_gorbuscha	10	396	121	101	79	95
Oncorhynchus_gorbuscha	11	118	53	40	13	12
Oncorhynchus_gorbuscha	12	31	16	8	3	4
Oncorhynchus_gorbuscha	13	14	6	2	1	5
Oncorhynchus_gorbuscha	14	3	3	0	0	0
Oncorhynchus_gorbuscha	17	1	1	0	0	0
Oncorhynchus_gorbuscha	20	1	1	0	0	0
Oncorhynchus_gorbuscha	21	1	1	0	0	0
Oncorhynchus_gorbuscha	75	1	1	0	0	0
Oncorhynchus_keta	10	388	135	104	73	76
Oncorhynchus_keta	11	120	43	38	19	20
Oncorhynchus_keta	12	36	20	6	3	7
Oncorhynchus_keta	13	12	3	3	2	4
Oncorhynchus_keta	14	6	4	0	1	1
Oncorhynchus_kisutch	10	427	150	113	83	81
Oncorhynchus_kisutch	11	111	36	38	20	17
Oncorhynchus_kisutch	12	44	21	13	4	6
Oncorhynchus_kisutch	13	11	3	6	0	2
Oncorhynchus_kisutch	14	3	2	1	0	0
Oncorhynchus_kisutch	15	1	1	0	0	0
Oncorhynchus_kisutch	19	1	1	0	0	0
Oncorhynchus_masou_ishikawae	10	417	147	106	82	82
Oncorhynchus_masou_ishikawae	11	124	46	39	15	24
Oncorhynchus_masou_ishikawae	12	41	19	12	6	4
Oncorhynchus_masou_ishikawae	13	10	4	3	0	3
